Timestamp,First Name,Last Name,Age,Sex,Current place of residence: City/State,Current place of residence: Country,Highest level of formal education,At what age did you start learning ENGLISH?,At what age did you start learning SPANISH?,At what age did you start to feel comfortable using ENGLISH?,At what age did you start to feel comfortable using SPANISH?,"How many years of classes (grammar, history, math, etc.) have you had in ENGLISH (primary school through university)?","How many years of classes (grammar, history, math, etc.) have you had in SPANISH (primary school through university)?",How many years have you spent in a country/region where ENGLISH is spoken? ,How many years have you spent in a country/region where SPANISH is spoken? ,How many years have you spent in a family where ENGLISH is spoken?     ,How many years have you spent in a family where SPANISH is spoken?     ,How many years have you spent in a work environment where ENGLISH is spoken?       ,How many years have you spent in a work environment where SPANISH is spoken?       ,"In an average week, what percentage of the time do you use ENGLISH with friends?  ","In an average week, what percentage of the time do you use SPANISH with friends?  ","In an average week, what percentage of the time do you use OTHER LANGUAGES with friends?  "," In an average week, what percentage of the time do you use ENGLISH with family?  "," In an average week, what percentage of the time do you use SPANISH with family?  "," In an average week, what percentage of the time do you use OTHER LANGUAGES with family?  ","In an average week, what percentage of the time do you use ENGLISH at school/work?  ","In an average week, what percentage of the time do you use SPANISH at school/work?  ","In an average week, what percentage of the time do you use OTHER LANGUAGES at school/work?  ","When you talk to yourself, how often do you talk to yourself in ENGLISH?","When you talk to yourself, how often do you talk to yourself in SPANISH?","When you talk to yourself, how often do you talk to yourself in OTHER LANGUAGES?","When you count, how often do you count in ENGLISH?","When you count, how often do you count in SPANISH?","When you count, how often do you count in OTHER LANGUAGES?",How well do you speak ENGLISH?,How well do you speak SPANISH?,How well do you understand ENGLISH?,How well do you understand SPANISH?,How well do you read ENGLISH?,How well do you read SPANISH?,How well do you write ENGLISH?,How well do you write SPANISH?,,Do you speak any languages in addition to English and Spanish?,What is your prolific ID?,Age,Sex,Current place of residence: City/State,Current place of residence: Country,Highest level of formal education,,I feel like myself when I speak ENGLISH.,I feel like myself when I speak SPANISH.,I identify with an ENGLISH-speaking culture.   ,I identify with a SPANISH-speaking culture.   ,It is important to me to use (or eventually use) ENGLISH like a native speaker.,It is important to me to use (or eventually use) SPANISH like a native speaker.,I want others to think I am a native speaker of ENGLISH.,I want others to think I am a native speaker of SPANISH.
3/21/2022 13:39:05,,,20,F,"Atlanta, GA",USA,Some college,Since birth,16,For as long as I can remember.,16,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,4,6,4,6,3,,no,5de8613ddf86d37c8a8ab294,20,F,"Atlanta, GA",USA,Some college,,,,,,,,,
3/21/2022 14:09:37,,,30,M,"San Diego, California",United States,"College (B.A, B.S.)",Since birth,16,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,3,6,1,6,1,,no,5d38dd61cd5594000137c4be,30,M,"San Diego, California",United States,"College (B.A, B.S.)",,,,,,,,,
3/21/2022 15:24:37,,,41,F,Mesa/Arizona,USA,Masters,Since birth,8,For as long as I can remember.,19,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,,no,5d3a11cec4066e00151de801,41,F,"Mesa, AZ",USA,Masters,,,,,,,,,
3/21/2022 16:13:35,,,20,F,"Columbia, MO",United States,Some college,Since birth,12,3,15,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,4,6,4,6,4,,no,6108bc286d1afb1b78f43fa2,20,F,"Columbia, MO",United States,Some college,,,,,,,,,
3/21/2022 16:16:39,,,20,F,Amherst,United States,Some college,Since birth,12,For as long as I can remember.,16,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,4,6,4,6,4,,no,613a9716f8d711db96ca718d,20,F,Amherst,United States,Some college,,,,,,,,,
3/21/2022 18:40:24,,,23,F,Chicago IL,USA,"College (B.A, B.S.)",Since birth,10,For as long as I can remember.,19,,,,,,,,,,,,,,,,,,,,,,,,6,1,6,4,6,4,6,3,,no,5e6ff5fb9cf1955c1d9bbb21,23,F,Chicago IL,USA,"College (B.A, B.S.)",,,,,,,,,
3/21/2022 18:53:29,,,22,M,"Provo, UT",United States,Some college,Since birth,15,For as long as I can remember.,18,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,4,6,5,6,5,,no,5e9a6d5eaed0780fd55efab2,22,M,"Provo, UT",United States,Some college,,,,,,,,,
3/21/2022 19:48:12,,,23,F,"Roy, Utah",United States,Some college,Since birth,19,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,4,6,3,5,3,,no,61036aeff93d21cabb9ea539,23,F,"Roy, Utah",United States,Some college,,,,,,,,,
3/21/2022 20:07:41,,,34,F,Knoxville/TN,United States,Some college,Since birth,17,For as long as I can remember.,18,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,,no,605b16a1158fca2b122c6e1b,34,F,"Knoxville, Tn",United States of America,Some college,,,,,,,,,
3/22/2022 7:19:06,,,30,F,"Enola, Pennsylvania",United States,Masters,Since birth,6,For as long as I can remember.,16,,,,,,,,,,,,,,,,,,,,,,,,5,3,6,4,6,4,6,2,,no,5eefdf237fea354de9c1fae9,30,F,"Enola, Pennsylvania",United States,Masters,,,,,,,,,
3/22/2022 8:15:54,,,34,F,"Arden, NC",United States,"College (B.A, B.S.)",Since birth,12,For as long as I can remember.,18,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,5,6,4,6,6,,no,5dd44ae996afdf438daadd4d,34,F,Arden/North Carolina,United States,"College (B.A, B.S.)",,,,,,,,,
3/22/2022 9:59:12,,,22,M,"Boulder, CO",United States,Some college,Since birth,9,For as long as I can remember.,13,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,3,6,3,6,3,,no,60fdc341ec67d5d1f171d027,22,M,"Boulder, CO",United States,Some college,,,,,,,,,
3/22/2022 11:05:46,,,19,F,Burlington/Vermont,United States,Some college,Since birth,10,For as long as I can remember.,16,,,,,,,,,,,,,,,,,,,,,,,,6,2,6,3,6,3,6,3,,no,60fccf14ec98489192e54358,19,F,Burlington/Vermont,United States,Some college,,,,,,,,,
3/22/2022 11:44:34,,,46,F,"Eugene, OR",USA,"College (B.A, B.S.)",Since birth,,For as long as I can remember.,18,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,4,6,4,6,4,,no,613fbd33d256b3944acab2f8,46,F,"Eugene, OR",USA,"College (B.A, B.S.)",,,,,,,,,
3/22/2022 12:14:54,,,22,F,"Madison, WI",USA,"College (B.A, B.S.)",Since birth,6,For as long as I can remember.,Not yet comfortable.,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,5,6,5,5,4,,no,611165e466d9da9f798e604d,22,F,"Madison, WI",United States,"College (B.A, B.S.)",,,,,,,,,
3/22/2022 15:02:09,,,28,F,Minneapolis/Minnesota,United States,Masters,Since birth,8,For as long as I can remember.,Not yet comfortable.,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,2,6,3,6,2,,no,623775d47b387723733815c3,28,F,Minneapolis/Minnesota,United States,Masters,,,,,,,,,
3/22/2022 15:48:39,,,26,F,"Harrisonburg, Virginia ",United States,"College (B.A, B.S.)",Since birth,8,For as long as I can remember.,17,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,5,6,5,6,5,,no,60ff89c17658f2b2015321c0,26,F,"Harrisonburg, Virginia",USA ,"College (B.A, B.S.)",,,,,,,,,
3/22/2022 17:22:15,,,29,F,"Arlington, Virginia",USA,Masters,Since birth,5,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,6,6,6,,yes,60fd6578b32b85199260f134,29,F,"Arlington, Virginia",USA,Masters,,,,,,,,,
3/22/2022 17:32:00,,,28,F,"Baltimore, MD",United States,Some graduate school,Since birth,13,For as long as I can remember.,18,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,6,6,5,,no,571905e72090bb0011154e77,28,F,"Baltimore, MD",United States,Some graduate school,,,,,,,,,
3/22/2022 20:50:55,,,19,F,NY,USA,Some college,Since birth,15,For as long as I can remember.,17,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,3,6,4,6,3,,no,60ff8b74a7c8a817fd1cbc7d,19,F,NY,USA,Some college,,,,,,,,,
3/23/2022 7:57:04,,,21,F,Massachusetts,United States,Some college,Since birth,15,For as long as I can remember.,15,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,2,6,4,6,3,,no,61098e4d45233c111abf1db0,21,F,Amherst/Massachusetts,United States,Some college,,,,,,,,,
3/23/2022 8:03:39,,,32,F,"Minneapolis, MN",United States,Masters,Since birth,16,For as long as I can remember.,18,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,5,6,5,,no,5d5be747b80b900015eda31e,32,F,"Minneapolis, MN",United States,Masters,,,,,,,,,
3/23/2022 8:42:44,,,21,F,Columbus/Ohio,USA,Some college,Since birth,14,For as long as I can remember.,16,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,5,6,5,,no,61096498a7213e7b382476be,21,F,Columbus/Ohio,United States,Some college,,,,,,,,,
3/23/2022 8:47:39,,,23,F,"Philadelphia, PA",United States,"College (B.A, B.S.)",Since birth,18,For as long as I can remember.,19,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,3,6,4,6,3,,no,606a4e5bdd2653423459653a,23,F,"Philadelphia, PA",United States,"College (B.A, B.S.)",,,,,,,,,
3/23/2022 9:58:09,,,20,F,"Athens, GA",US,Some college,Since birth,14,For as long as I can remember.,Not yet comfortable.,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,3,6,4,6,4,,no,60fcac8c6e9f17dbce282f32,20,F,"Athens, GA",US,Some college,,,,,,,,,
3/23/2022 10:29:27,,,27,M,Kentucky,United States,Some graduate school,Since birth,14,For as long as I can remember.,18,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,5,6,5,6,4,,no,57bfc1beef05670001ee84c2,27,M,Kentucky,United States,"College (B.A, B.S.)",,,,,,,,,
3/23/2022 11:26:48,,,26,F,Charlotte NC,USA ,"College (B.A, B.S.)",Since birth,16,For as long as I can remember.,Not yet comfortable.,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,5,6,6,,no,5ec735fc4131bd17f438838c,27,F,Charlotte NC,USA ,"College (B.A, B.S.)",,,,,,,,,
6/26/2022 18:52:09,,,26,M,"Evansville, Indiana",United States,"College (B.A, B.S.)",Since birth,--,For as long as I can remember.,--,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,1,6,1,6,0,,yes,628e3768a418a3b5d079e097,26,M,"Evansville, Indiana",United States of America ,"College (B.A, B.S.)",,,,,,,,,
6/26/2022 18:54:07,,,68,M,"Aurora, IL",USA,Masters,Since birth,20+,2,Not yet comfortable.,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,6,1,6,0,,no,57bf14513c449a000189c89a,68,M,"Aurora, IL",USA,Masters,,,,,,,,,
6/26/2022 18:56:12,,,42,M,Chicago/IL,United States,PhD / MD / JD,Since birth,10,For as long as I can remember.,16,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,3,6,4,6,2,,no,5977e3867412f8000194e1fe,42,M,Chicago/IL,USA,PhD / MD / JD,,,,,,,,,
6/26/2022 18:57:39,,,26,F,Milford OH,USA,Some college,Since birth,3,For as long as I can remember.,Not yet comfortable.,,,,,,,,,,,,,,,,,,,,,,,,6,2,6,3,6,4,5,2,,no,611d7da2640a2e31818c3e18,26,F,Milford OH,USA,Some college,,,,,,,,,
6/26/2022 19:17:54,,,32,M,Missoula MT,USA,Masters,Since birth,19,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,1,6,2,6,2,6,1,,no,6108295fdd0270d7544b5a8a,32,M,Missoula MT,USA,Masters,,,,,,,,,
6/26/2022 19:55:32,,,37,F,"Chicago, IL",United States of America,Masters,Since birth,20+,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,2,6,4,6,4,6,1,,yes,5e869a2ada38292db0605de5,37,F,"Chicago, IL",United States of America,Masters,,,,,,,,,
6/26/2022 20:58:07,,,32,F,"Cincinnati, OH",USA,Masters,Since birth,12,For as long as I can remember.,14,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,4,6,5,6,4,,no,5e483052a742a3000f7c15e8,32,F,"Cincinnati, OH",USA,Masters,,,,,,,,,
6/26/2022 21:31:44,,,48,F,"Philadelphia, PA",United States,"College (B.A, B.S.)",Since birth,18,1,Not yet comfortable.,,,,,,,,,,,,,,,,,,,,,,,,6,1,6,2,6,2,6,1,,yes,5d79375d794d900017671c07,48,F,"Philadelphia, PA",United States,"College (B.A, B.S.)",,,,,,,,,
6/26/2022 21:34:28,,,28,F,"Pride, LA",United States ,"College (B.A, B.S.)",Since birth,8,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,2,6,2,6,3,6,3,,no,6277cd4fea5f69868617658b,28,F,"Pride, LA",United states,"College (B.A, B.S.)",,,,,,,,,
6/26/2022 21:38:10,,,49,F,"Mission Viejo, CA",USA,Masters,Since birth,11,For as long as I can remember.,Not yet comfortable.,,,,,,,,,,,,,,,,,,,,,,,,6,1,6,1,6,1,6,0,,no,5b894987e79bf50001e1ff95,49,F,Mission Viejo/CA,USA,Masters,,,,,,,,,
6/26/2022 22:09:22,,,54,F,Canton/MS,United States,PhD / MD / JD,Since birth,13,For as long as I can remember.,16,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,4,6,4,6,4,,no,5b9f09697b196f000195e1ed,54,F,Canton/MS,United States,PhD / MD / JD,,,,,,,,,
6/26/2022 22:10:11,,,47,F,"Tecumseh, OK",USA,Some college,Since birth,20+,For as long as I can remember.,Not yet comfortable.,,,,,,,,,,,,,,,,,,,,,,,,6,1,6,1,6,0,6,0,,no,5f59ce6bf4d188227440a9d2,47,F,"Tecumseh, OK",USA,Some college,,,,,,,,,
6/26/2022 23:04:09,,,40,M,Hazelwood/MO,USA,Some college,Since birth,20+,For as long as I can remember.,Not yet comfortable.,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,6,1,6,0,,no,6111a8e5c22c39a1c92edb70,40,M,Hazelwood/Missouri,United States,Some college,,,,,,,,,
6/26/2022 23:35:00,,,33,F,"Louisville, KY",USA,Masters,Since birth,9,For as long as I can remember.,Not yet comfortable.,,,,,,,,,,,,,,,,,,,,,,,,6,1,6,2,6,2,6,1,,no,60fd080d5476f4a77211bafb,33,F,"Louisville, KY",USA,Masters,,,,,,,,,
6/27/2022 0:54:23,,,29,M,albany oregon,usa,Some college,Since birth,--,2,Not yet comfortable.,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,1,6,1,6,1,,no,62695cc87ae7102ea7863e8d,29,M,albany oregon,usa,Some college,,,,,,,,,
6/27/2022 5:32:20,,,27,F,raleigh NC,USA,"College (B.A, B.S.)",Since birth,7,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,4,6,4,6,3,,no,611112142433b5e95c84acd9,27,F,"Raleigh, NC",United States,"College (B.A, B.S.)",,,,,,,,,
6/27/2022 7:03:22,,,43,F,Dearborn Michigan,United States,Associates Degree,Since birth,16,For as long as I can remember.,Not yet comfortable.,,,,,,,,,,,,,,,,,,,,,,,,6,1,6,4,6,2,6,1,,no,55e59b81c70c7a000b2a5ad9,43,F,Dearborn Michigan,United States,Associates Degree,,,,,,,,,
6/27/2022 8:07:59,,,32,F,NA,NA,"College (B.A, B.S.)",Since birth,--,For as long as I can remember.,Not yet comfortable.,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,1,6,1,6,0,,no,601373dbd735b324b32818bd,32,F,NA,NA,Some college,,,,,,,,,
6/27/2022 10:41:07,,,27,M,"Orland Park, IL",United States of America,"College (B.A, B.S.)",Since birth,6,For as long as I can remember.,17,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,5,6,6,6,5,,yes,6094c0e7af94737806eca8f2,27,M,Illinois,USA,"College (B.A, B.S.)",,,,,,,,,
6/27/2022 11:35:09,,,57,F,Donalds,USA,"College (B.A, B.S.)",Since birth,14,For as long as I can remember.,Not yet comfortable.,,,,,,,,,,,,,,,,,,,,,,,,6,1,6,2,6,2,6,1,,no,5b2bfb37163ead00013fb8b4,57,F,"Donalds, SC",USA,"College (B.A, B.S.)",,,,,,,,,
6/27/2022 11:36:47,,,34,F,"Boston, MA",USA,"College (B.A, B.S.)",Since birth,16,For as long as I can remember.,Not yet comfortable.,,,,,,,,,,,,,,,,,,,,,,,,6,2,6,3,6,2,6,1,,no,5a348ea750833c0001ee9550,34,F,"Boston, MA",USA,"College (B.A, B.S.)",,,,,,,,,
6/27/2022 12:51:05,,,26,M,San Antonio/Texas,United States,"College (B.A, B.S.)",Since birth,15,For as long as I can remember.,17,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,4,6,5,6,3,,no,60528f0a86ecd7828ccd7492,26,M,San Antonio/Texas,United States,"College (B.A, B.S.)",,,,,,,,,
6/27/2022 13:16:53,,,29,M,Queens/New York,United States,Some college,4,5,For as long as I can remember.,Not yet comfortable.,,,,,,,,,,,,,,,,,,,,,,,,6,2,6,3,6,2,6,2,,yes,628b9a0c406bd1573eb608f2,29,M,Queens New York,United States,Some college,,,,,,,,,
6/27/2022 14:48:06,,,23,F,"Tucson, AZ",United States,Some graduate school,Since birth,13,For as long as I can remember.,Not yet comfortable.,,,,,,,,,,,,,,,,,,,,,,,,6,1,6,2,6,3,6,2,,no,610860255929b4914b27719d,23,F,"Tucson, AZ",United States,Some graduate school,,,,,,,,,
6/27/2022 15:09:42,,,21,F,Cambridge/MA,USA,"College (B.A, B.S.)",4,10,For as long as I can remember.,Not yet comfortable.,,,,,,,,,,,,,,,,,,,,,,,,6,1,6,1,6,1,6,0,,no,5ac2a84e5cd10500016219e9,21,F,Cambridge/MA,USA,"College (B.A, B.S.)",,,,,,,,,
6/27/2022 23:38:02,,,41,F,"Raleigh, NC",USA,Some college,Since birth,--,1,Not yet comfortable.,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,6,0,6,0,,no,605cd1b167207b8209b39fee,41,F,"Raleigh, NC",USA,Some college,,,,,,,,,
6/27/2022 23:50:44,,,56,F,"Gulf Breeze, Florida",United States,Some college,Since birth,20+,For as long as I can remember.,Not yet comfortable.,,,,,,,,,,,,,,,,,,,,,,,,6,1,6,1,6,1,6,1,,no,60fdee22273f69b19ee4b8fb,56,F,Gulfbreeze Florida,United States,Some college,,,,,,,,,
6/28/2022 8:46:07,,,33,M,"San Diego, CA",USA,Masters,Since birth,9,For as long as I can remember.,Not yet comfortable.,,,,,,,,,,,,,,,,,,,,,,,,6,2,6,3,6,3,6,2,,no,5fc5c6e3dfa8ca1557012d44,33,M,"San Diego, CA",USA,Masters,,,,,,,,,
6/28/2022 14:53:11,,,38,F,"Haverhill, MA",USA,"College (B.A, B.S.)",Since birth,15,For as long as I can remember.,Not yet comfortable.,,,,,,,,,,,,,,,,,,,,,,,,6,1,6,4,6,1,6,1,,no,6282ba94e9695c9209596a49,38,F,"Haverhill, MA",USA,"College (B.A, B.S.)",,,,,,,,,
6/28/2022 21:36:29,,,44,F,Plano/TX,United States,"College (B.A, B.S.)",Since birth,12,For as long as I can remember.,Not yet comfortable.,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,2,6,3,6,2,,no,611e9927369094f6ffdafd55,44,F,Plano/ TX,United States,"College (B.A, B.S.)",,,,,,,,,
6/30/2022 0:51:42,,,24,M,ohio,united States,Some college,Since birth,20+,For as long as I can remember.,Not yet comfortable.,,,,,,,,,,,,,,,,,,,,,,,,6,2,6,3,6,3,6,2,,no,6237ca974050879378c8fea8,24,M,Ohio,United states,Some college,,,,,,,,,
6/30/2022 11:17:58,,,60,F,IL,United States,"College (B.A, B.S.)",Since birth,18,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,2,6,3,6,3,6,3,,no,5b7aefd06c1ccb000178b710,60,F,IL,United States,"College (B.A, B.S.)",,,,,,,,,
7/1/2022 9:14:49,,,27,F,"Manchester, CT",United States,Masters,Since birth,14,For as long as I can remember.,Not yet comfortable.,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,3,6,2,6,0,,no,61084d4214248ad7ba69ae8e,27,F,"Manchester, CT",United States,Masters,,,,,,,,,
7/2/2022 14:44:50,,,29,F,"Phenix City, AL",USA,"College (B.A, B.S.)",Since birth,--,For as long as I can remember.,--,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,6,0,6,0,,no,61099879ad45eb8f3c0db110,29,F,Phenix City/AL,USA,"College (B.A, B.S.)",,,,,,,,,
7/3/2022 17:14:21,,,21,F,"Dallas, Texas",United States of America,"College (B.A, B.S.)",Since birth,17,For as long as I can remember.,Not yet comfortable.,,,,,,,,,,,,,,,,,,,,,,,,6,2,6,3,6,2,6,2,,no,5e954b384491ad117052cd48,21,F,"Dallas, Texas",United States of America,"College (B.A, B.S.)",,,,,,,,,
7/4/2022 19:32:00,,,24,F,Whitehouse Station/New Jersey,USA,Some graduate school,Since birth,6,For as long as I can remember.,Not yet comfortable.,,,,,,,,,,,,,,,,,,,,,,,,6,1,6,1,6,0,6,0,,no,6108c2ac0c4da97b67463cfe,24,F,Whitehouse Station/New Jersey,USA,Some graduate school,,,,,,,,,
7/7/2022 8:00:05,,,36,F,Las Vegas,USA,Some college,Since birth,13,For as long as I can remember.,13,,,,,,,,,,,,,,,,,,,,,,,,6,1,6,1,6,1,,1,,no,5bf08d054863520001b1e1dc,36,F,Las Vegas/Nevada,United States,Some college,,,,,,,,,
7/9/2022 22:40:53,,,26,F,"Canton, GA",United States,Some college,Since birth,15,For as long as I can remember.,Not yet comfortable.,,,,,,,,,,,,,,,,,,,,,,,,6,2,6,3,6,3,6,3,,yes,590eb4006d77630001d3a28a,26,F,"Canton, GA",United States,Some college,,,,,,,,,
